Turbine_ID,Turbine_Type,Max_Capacity_MW,Efficiency,Age_Years,Energy_Produced_MWh,Fuel_Consumption_m3,CO2_Emissions_kg,Injected_Power_MW,Injection_Time,Losses_Percentage,Connection_Point,Real_Time_Demand_MW,Demand_Variability,Area_Served,Operating_Hours_per_Day,StartUp_Time_Min,Shutdown_Time_Min,Downtime_Hours,temp,Humidity_Percentage,Wind_Speed_m_s,Load_Factor,Maintenance_Cost_Year,Operational_Cost_per_Hour,Heat_Rate_BTU_kWh,Availability,Reliability,Timestamp,,,,,,
GT4,gas,81.11404223,35.59194195,3,24.13848481,98.69778804,493.4889402,22.33864831,00:00-00:15,1.753098593,North,24.25000409,0.020844864,CityA,19,14,6,3,18.11512496,36.32100062,2.927856142,0.297587004,10701.27368,47.04218575,8225.771233,95.16141938,95.63243664,1/1/2019 4:00,,,,,,
GT5,gas,81.22201989,33.86493681,1,25.36820398,115.5022544,577.511272,24.16403351,00:00-00:15,1.293561408,North,26.26093621,0.04751135,CityA,16,11,8,0,17.7640653,40.35998378,3.321893815,0.312331607,13369.06031,22.37401973,8896.038612,98.6273588,96.29827963,1/1/2019 4:00,,,,,,
GT6,gas,108.0015559,38.68849624,5,40.67555934,198.5052137,992.5260685,40.53467266,00:00-00:15,2.993295234,North,43.59258754,0.037524072,CityA,23,6,13,4,25.30603057,41.4795648,1.975565113,0.376620124,11786.97022,46.20147422,8640.250084,97.02872227,97.88328836,1/1/2019 4:00,,,,,,
ST1,steam,80.07307622,30.11884194,5,21.53850316,52.97842481,264.8921241,19.78180367,00:00-00:15,3.829254617,North,17.02377406,0.03049528,CityA,18,12,8,0,26.08032465,39.38760225,0.829597506,0.268985584,8155.247429,22.29132215,8884.658008,95.86034941,95.34899815,1/1/2019 4:00,,,,,,
ST2,steam,62.58306288,31.64121069,2,17.78594357,70.47468398,352.3734199,17.50487414,00:00-00:15,4.312958154,North,14.78428957,0.016839304,CityA,17,13,8,4,22.19039621,43.95785697,4.048600134,0.284197397,6778.333574,49.52913417,8558.650009,95.50357707,97.72711763,1/1/2019 4:00,,,,,,
ST3,steam,70.04476385,25.12786699,1,15.64389406,59.79849241,298.992462,14.8856657,00:00-00:15,1.455200414,North,12.42974619,0.01052126,CityA,16,10,12,2,15.08158446,56.25602871,0.430946831,0.223341378,7166.212275,40.81235277,8765.141941,96.64767859,95.90341565,1/1/2019 4:00,,,,,,
ST4,steam,52.58138421,26.66282649,3,13.76476562,40.19505431,200.9752715,13.45805447,00:00-00:15,3.171792965,North,16.33468235,0.020405802,CityA,23,10,9,2,23.7681712,41.03370448,3.176973191,0.261780207,11697.60523,22.66676568,8919.082605,97.50938975,98.37691765,1/1/2019 4:00,,,,,,
GT1,gas,95.13822637,30.43974367,3,25.08535534,108.1437426,540.718713,23.645025,00:00-00:15,3.296541713,North,26.93048521,0.047215987,CityA,19,6,11,1,21.82561056,34.75501495,4.706818587,0.263672724,9865.678296,28.98077594,8652.944809,98.98300026,95.34717547,1/1/2019 4:15,,,,,,
GT2,gas,112.7850395,36.85567168,1,40.23774277,192.3330326,961.665163,40.1634943,00:00-00:15,4.339898392,North,43.68141857,0.023567492,CityA,20,12,7,3,17.69513153,32.59329103,1.878673262,0.356764895,7964.083705,23.04008534,8890.691576,97.23559997,97.60565486,1/1/2019 4:15,,,,,,
GT3,gas,114.3322383,31.65920943,2,30.23784402,129.4121903,647.0609517,30.08417694,00:00-00:15,2.570315033,North,28.29201111,0.029620545,CityA,16,12,10,0,31.99891096,54.66929137,3.058705294,0.264473472,8887.57008,33.06734584,8110.623694,95.11961768,97.29946683,1/1/2019 4:15,,,,,,
GT4,gas,114.7608451,36.95750973,1,41.50190687,193.7987861,968.9939307,40.53908938,00:00-00:15,3.786478182,North,38.73021244,0.028664162,CityA,22,10,8,4,22.82236393,38.49904968,0.619783385,0.361638212,11585.8991,21.71716921,8095.99992,97.1456407,98.78735284,1/1/2019 4:15,,,,,,
GT5,gas,82.2849717,32.94339007,2,22.64731188,73.52692805,367.6346403,21.92688503,00:00-00:15,1.509989364,North,23.96100854,0.039843219,CityA,21,6,10,0,34.43127124,31.06004494,4.295394431,0.275230232,5380.382255,38.99793857,8418.181442,98.45528044,95.78456891,1/1/2019 4:15,,,,,,
GT6,gas,81.38588496,39.34316277,1,26.71143891,121.4139663,607.0698315,26.12847589,00:00-00:15,3.390245704,North,27.21693822,0.012004554,CityA,21,8,10,1,28.49673543,42.67185468,1.141402168,0.328207267,9042.057445,34.52511718,8063.679053,95.81669786,95.31542596,1/1/2019 4:15,,,,,,
ST1,steam,68.73498518,25.48276495,3,17.38133445,46.21290058,231.0645029,15.83270343,00:00-00:15,2.726438173,North,14.44459762,0.041670198,CityA,21,13,11,0,15.78972966,39.43916743,0.572120521,0.252874637,7234.86553,35.1592792,8559.767592,98.65602146,95.27440781,1/1/2019 4:15,,,,,,
ST2,steam,79.6617736,25.09596527,1,16.16563343,58.0331748,290.165874,15.25856472,00:00-00:15,3.634982921,North,15.50559133,0.043586355,CityA,22,11,5,2,33.74431736,61.39335868,1.737632607,0.202928364,14419.13161,37.94196379,8928.746531,95.44503339,98.85439416,1/1/2019 4:15,,,,,,
ST3,steam,62.30952619,34.30532113,5,20.79868228,51.89440904,259.4720452,19.29102942,00:00-00:15,4.672458751,North,23.60500838,0.026817796,CityA,20,6,8,3,23.00066201,68.68991237,3.335532009,0.333796187,5932.98734,34.63253585,8898.223084,96.41754372,98.6323484,1/1/2019 4:15,,,,,,
ST4,steam,86.64689685,31.9090206,5,25.94191167,69.06429854,345.3214927,24.57119788,00:00-00:15,2.784333214,North,20.25433781,0.035953585,CityA,22,7,10,0,27.02296118,67.39151998,3.728790601,0.299398047,8463.914864,30.12666493,8538.049625,96.96107921,95.23917213,1/1/2019 4:15,,,,,,
GT1,gas,110.8975779,33.96475509,4,32.04793773,96.16349898,480.8174949,31.26902615,00:00-00:15,2.991846211,North,29.1170173,0.020070676,CityA,17,10,8,1,26.35673444,30.02506175,4.619573979,0.288986814,10899.42663,36.80640751,8043.70306,95.65099882,98.25708474,1/1/2019 4:30,,,,,,
GT2,gas,107.0358321,32.67335876,1,32.63999888,133.2812452,666.4062261,30.54905636,00:00-00:15,3.476710993,North,26.07905029,0.036761931,CityA,22,7,5,0,15.99329975,52.63934813,2.294913311,0.304944599,9090.262922,39.02547547,8515.974433,97.61033915,95.62189447,1/1/2019 4:30,,,,,,
GT3,gas,91.00859338,38.09900402,3,29.44900714,99.61844208,498.0922104,28.07112282,00:00-00:15,1.23767347,North,23.25915458,0.034647209,CityA,17,12,11,0,28.7975403,46.44391263,1.575830691,0.323584906,11730.81259,46.98659731,8385.670676,96.86768929,98.24900067,1/1/2019 4:30,,,,,,
GT4,gas,94.22045904,36.91442594,3,33.96468325,111.6782933,558.3914663,33.36452862,00:00-00:15,4.913105347,North,35.2129026,0.016083391,CityA,17,5,12,4,16.74731854,56.7036205,0.482976485,0.360480978,7053.333858,33.03101322,8689.670935,97.64572252,95.64791518,1/1/2019 4:30,,,,,,
GT5,gas,87.55074405,34.19192312,2,24.27954737,86.62218372,433.1109186,23.26919384,00:00-00:15,2.205102325,North,27.50260143,0.010197087,CityA,20,13,7,1,21.52142229,43.02396902,3.343750141,0.277319715,5980.578762,35.72182242,8310.730066,96.9634959,97.88021538,1/1/2019 4:30,,,,,,
GT6,gas,118.5238464,33.72311515,3,32.81489771,113.0206719,565.1033594,31.46719473,00:00-00:15,4.601857445,North,32.85218407,0.044005674,CityA,17,13,14,4,26.4207143,64.12479821,3.539901905,0.276863253,8883.736146,39.97527347,8545.360753,95.93322267,96.95780103,1/1/2019 4:30,,,,,,
ST1,steam,76.09337361,31.01366114,1,21.36667634,83.22739502,416.1369751,20.38473334,00:00-00:15,4.422525092,North,23.62841512,0.01674314,CityA,16,10,10,1,21.00796769,65.93311196,2.580484081,0.280795493,9236.996087,35.65565619,8401.699077,96.676925,97.71281891,1/1/2019 4:30,,,,,,
ST2,steam,93.06151182,34.28840308,1,29.92782145,70.17860695,350.8930347,28.86728,00:00-00:15,3.944866614,North,33.59667232,0.041114632,CityA,23,9,9,4,25.45004875,37.99007869,4.028878437,0.321591825,6551.910599,44.25888696,8670.168401,98.16511355,98.8573041,1/1/2019 4:30,,,,,,
ST3,steam,71.21503688,34.3333997,1,23.01731984,53.15879219,265.7939609,22.30135956,00:00-00:15,3.850967454,North,25.2402675,0.036694678,CityA,23,10,9,3,27.70149541,46.93318772,3.306403699,0.323208705,13710.10796,24.74441466,8802.677193,96.79180619,95.48195853,1/1/2019 4:30,,,,,,
ST4,steam,74.7542145,26.31920195,1,19.39025191,64.08058347,320.4029173,18.50075774,00:00-00:15,3.390313,North,22.93325796,0.019468057,CityA,23,14,7,4,34.60962271,58.61983822,0.697044175,0.259386739,6826.570034,32.99415107,8127.477291,97.36429019,97.64913877,1/1/2019 4:30,,,,,,
GT1,gas,87.49945804,38.47849968,3,31.58025136,95.90836129,479.5418065,29.6265016,00:00-00:15,3.436854509,North,26.38747861,0.019081424,CityA,16,11,5,1,21.3519196,42.38375644,2.121949629,0.360919394,13287.09217,29.42122212,8233.032718,98.25376672,95.98643074,1/1/2019 4:45,,,,,,
GT2,gas,111.2468156,38.40611603,5,41.3802003,145.8160746,729.0803729,41.08781034,00:00-00:15,1.901490076,North,40.0586821,0.046721109,CityA,17,12,10,3,34.39485428,67.65884457,0.126396594,0.371967504,11047.53127,35.43662924,8024.827985,98.88069255,96.56400081,1/1/2019 4:45,,,,,,
GT3,gas,89.09016176,31.68273722,5,26.36869163,118.9611156,594.8055779,24.49897303,00:00-00:15,2.052522592,North,28.1319152,0.016211272,CityA,23,7,7,3,32.8191835,47.32694676,0.781455821,0.295977593,12749.88234,27.24729255,8130.047679,96.51503374,95.80956641,1/1/2019 4:45,,,,,,
GT4,gas,95.48277127,30.85695321,2,28.63895572,126.2101819,631.0509093,28.21265273,00:00-00:15,4.204420046,North,29.5723578,0.043706245,CityA,23,9,6,0,32.51530037,51.57982968,4.039939057,0.299938464,5274.887529,44.27478079,8959.483981,98.50094958,96.65873029,1/1/2019 4:45,,,,,,
GT5,gas,118.3992815,30.19499284,3,31.25032618,131.2985925,656.4929624,30.7905311,00:00-00:15,2.534870381,North,26.1449419,0.014451928,CityA,15,6,9,3,18.58942277,63.60610404,4.079765467,0.263940167,12741.97194,46.10617754,8439.300427,95.33150523,95.38494575,1/1/2019 4:45,,,,,,
GT6,gas,90.76219874,38.01754434,2,34.38650967,159.0086856,795.0434282,31.02072311,00:00-00:15,2.739425742,North,30.82145997,0.031350303,CityA,16,7,6,2,31.19700612,42.67838913,0.358371541,0.37886378,7275.645064,21.54147832,8495.026498,96.45856473,95.94084008,1/1/2019 4:45,,,,,,
ST1,steam,52.38173411,28.60603572,4,13.01707437,28.01020193,140.0510097,12.5089414,00:00-00:15,3.913230392,North,9.224028377,0.033984881,CityA,23,13,9,1,22.30315194,33.39813152,1.516165168,0.248504075,5334.693384,46.0912904,8880.285758,96.65406588,96.97764742,1/1/2019 4:45,,,,,,
ST2,steam,61.61130515,25.62178087,2,13.01040915,38.39552598,191.9776299,12.48357745,00:00-00:15,1.512170008,North,7.911469094,0.04293859,CityA,21,13,13,4,30.77278752,36.87537088,3.496479368,0.211169186,13468.19025,29.39577351,8325.870162,95.0217384,95.13085139,1/1/2019 4:45,,,,,,
ST3,steam,75.10913001,30.43105302,4,19.29372489,61.02099576,305.1049788,17.37416684,00:00-00:15,4.947340832,North,15.25215896,0.022316101,CityA,17,12,14,4,26.71010884,35.58034542,1.775899486,0.256875894,7166.375467,42.16673668,8994.581812,95.65572448,98.15632565,1/1/2019 4:45,,,,,,
ST4,steam,91.21207641,27.91526557,3,21.24556091,65.81292296,329.0646148,20.11587244,00:00-00:15,1.279920977,North,15.59396054,0.023496222,CityA,23,12,8,2,19.9465906,59.99215543,3.090186368,0.232924869,14095.66493,22.63762984,8015.226604,98.04679168,97.30730644,1/1/2019 4:45,,,,,,
GT1,gas,84.37358559,32.97673696,1,23.98007977,96.50477166,482.5238583,23.51664531,00:00-00:15,2.955221218,North,23.84438051,0.019603671,CityA,21,8,5,4,25.00212453,52.85136103,1.185620468,0.284213117,13741.11563,30.54618702,8446.889237,98.63164255,96.02960882,1/1/2019 5:00,,,,,,
GT2,gas,108.5353319,38.88345814,1,37.4099973,145.8592484,729.2962418,34.14459979,00:00-00:15,4.671760651,North,36.45544502,0.039709011,CityA,21,10,11,2,20.52404054,36.34399332,4.422717365,0.34468036,8086.952913,41.526159,8595.946378,96.30059625,96.21564577,1/1/2019 5:00,,,,,,
GT3,gas,111.0519154,33.54632588,3,32.29827802,109.9276551,549.6382756,32.19188235,00:00-00:15,3.11751215,North,28.97471717,0.022838571,CityA,19,5,10,2,34.26903012,38.69290774,4.703186832,0.29083945,13154.13675,22.49401341,8739.016816,95.79439031,97.33980858,1/1/2019 5:00,,,,,,
GT4,gas,80.75453932,39.33594215,5,27.09113686,129.9933541,649.9667705,26.4532675,00:00-00:15,3.96757767,North,21.65932017,0.027982168,CityA,19,14,12,0,18.10596274,50.92545486,3.824886776,0.335475096,7876.365948,28.53964087,8752.809585,98.35919265,98.83743641,1/1/2019 5:00,,,,,,
GT5,gas,113.685068,30.16044012,4,33.55100649,123.4149151,617.0745756,32.28931584,00:00-00:15,1.453396915,North,29.73733399,0.015227047,CityA,18,6,12,0,17.30707703,53.90615802,2.513017991,0.295122368,11455.63372,31.85753643,8131.368597,97.19935292,96.32076714,1/1/2019 5:00,,,,,,
GT6,gas,100.7570119,38.00947245,5,37.25080232,169.0009263,845.0046315,35.83184397,00:00-00:15,3.679715948,North,32.41077067,0.016668678,CityA,23,10,12,2,28.19163473,32.65794107,0.612660243,0.36970928,13150.16395,23.19660242,8592.217465,97.50196494,95.07070206,1/1/2019 5:00,,,,,,
ST1,steam,86.55605547,31.69243213,3,25.50445445,80.95794756,404.7897378,24.14841014,00:00-00:15,4.508018029,North,23.43235223,0.039680797,CityA,21,14,14,0,31.89215139,37.34998301,4.220711001,0.294658234,7432.524507,33.31448752,8181.177709,98.17434073,98.80474891,1/1/2019 5:00,,,,,,
ST2,steam,84.79765921,31.88623165,3,24.43517321,51.76923028,258.8461514,22.82822896,00:00-00:15,1.152951446,North,26.1301901,0.028646685,CityA,23,7,8,4,30.46275066,33.41113304,3.940716688,0.288158582,9415.795641,42.75645548,8151.321752,98.82295056,96.27586768,1/1/2019 5:00,,,,,,
ST3,steam,69.19326289,33.73806354,3,19.86407313,75.03837383,375.1918691,19.5165014,00:00-00:15,1.989106915,North,17.31366961,0.029288291,CityA,15,7,7,4,23.43249267,36.72763983,2.281359122,0.287081029,12439.75027,34.73555903,8013.461749,95.48028805,97.17364226,1/1/2019 5:00,,,,,,
ST4,steam,84.99436373,29.66050607,3,23.48291034,89.40518075,447.0259038,22.85796818,00:00-00:15,2.459102913,North,19.12846155,0.022334875,CityA,21,11,11,2,29.54987765,51.84408934,4.627566391,0.276287854,13982.03531,27.32332173,8876.903823,98.79480762,95.59067864,1/1/2019 5:00,,,,,,
GT1,gas,83.72459344,34.77978797,1,24.64272316,87.56446784,437.8223392,24.28779952,00:00-00:15,4.241362699,North,19.9170686,0.047198854,CityA,21,8,13,3,22.78510679,46.99516706,3.499786201,0.294330759,9375.955686,48.27538696,8986.502951,95.48660404,95.44900002,1/1/2019 5:15,,,,,,
GT2,gas,88.39667374,34.46566551,1,24.73649661,101.4204651,507.1023256,24.27553629,00:00-00:15,1.51014227,North,27.36410294,0.041386551,CityA,21,13,10,1,25.64227979,69.4646502,3.157960874,0.279835152,14846.4073,47.2020808,8090.071765,96.61731902,98.04364103,1/1/2019 5:15,,,,,,
GT3,gas,97.40989647,39.44629806,2,31.82582976,151.7597067,758.7985336,30.57735898,00:00-00:15,2.210866424,North,30.5595284,0.026833004,CityA,19,7,10,2,30.89652873,33.19204301,1.136910524,0.326720702,8263.175846,30.35639449,8253.345661,95.07580027,97.03800596,1/1/2019 5:15,,,,,,
GT4,gas,88.65638954,34.74890519,4,30.39764171,117.2373057,586.1865283,30.08685211,00:00-00:15,4.392371039,North,25.10793887,0.045890059,CityA,22,13,9,2,17.38332117,59.19002268,1.186067946,0.342870287,7918.970906,26.38619024,8273.536273,98.83524269,96.56817798,1/1/2019 5:15,,,,,,
GT5,gas,85.28498577,35.26256684,2,28.69375947,113.3341476,566.6707378,28.12582033,00:00-00:15,1.202106544,North,25.98212003,0.011340833,CityA,19,5,12,0,27.72478587,69.02316584,1.822491583,0.336445615,6581.915981,23.95465506,8927.801953,97.14244367,97.57021795,1/1/2019 5:15,,,,,,
GT6,gas,114.4747303,35.54528148,5,37.24901963,164.8659514,824.3297568,34.48541163,00:00-00:15,3.546427298,North,35.85146455,0.040792896,CityA,18,11,7,3,21.81199361,67.84830846,0.259662428,0.325390761,9735.862662,35.51055308,8017.05172,98.42906208,95.91132522,1/1/2019 5:15,,,,,,
ST1,steam,70.68022558,31.71644348,4,18.25797799,59.87849715,299.3924858,16.99714245,00:00-00:15,3.672708529,North,19.20886395,0.014971854,CityA,23,10,7,0,33.04896469,57.08690679,2.702139845,0.258318049,13663.85208,48.85264441,8957.400951,98.44232395,95.83308461,1/1/2019 5:15,,,,,,
ST2,steam,66.15903917,29.86149847,3,17.97756631,54.45590613,272.2795307,16.20067685,00:00-00:15,2.459536368,North,18.33115189,0.01189091,CityA,23,11,6,2,17.75355418,61.60962822,4.823819649,0.271732579,13464.18649,27.90266675,8135.18835,95.59762523,95.87938122,1/1/2019 5:15,,,,,,
ST3,steam,88.95307269,26.52667655,1,22.87517571,62.38073544,311.9036772,20.75447024,00:00-00:15,3.707885674,North,18.43635645,0.038036313,CityA,19,10,8,4,23.90646635,60.40448138,4.959975415,0.25716004,9200.177071,35.80495237,8135.803603,98.26018904,95.98788887,1/1/2019 5:15,,,,,,
ST4,steam,56.79478089,28.53714939,3,15.6586309,46.474298,232.37149,14.61415353,00:00-00:15,1.17481774,North,15.25751465,0.012350446,CityA,21,13,7,0,21.63907,44.99292076,3.59462858,0.275705455,9590.157166,38.98150764,8617.765483,97.65587396,98.81102738,1/1/2019 5:15,,,,,,
GT1,gas,84.72822041,39.42588226,1,28.3146079,100.6679146,503.339573,28.23894695,00:00-00:15,3.185708105,North,29.39973383,0.017516916,CityA,16,7,12,2,31.60255851,45.40273675,2.705245254,0.334181548,8537.393603,24.88651404,8720.060991,95.38206335,95.14381209,1/1/2019 5:30,,,,,,
GT2,gas,102.7891792,34.84687347,2,35.08164902,128.3880708,641.9403541,32.92736456,00:00-00:15,4.353130016,North,37.28010881,0.01339535,CityA,15,12,7,0,16.44831467,43.28389137,2.843439842,0.341297102,10039.54551,35.45664642,8259.527346,97.63505215,98.25935747,1/1/2019 5:30,,,,,,
GT3,gas,89.46946829,35.61331687,4,28.34116078,87.28058506,436.4029253,28.1167548,00:00-00:15,1.21798752,North,29.08522858,0.018184053,CityA,22,11,13,1,26.58826573,45.08553169,2.872574909,0.316769076,14280.9492,34.79790694,8295.070696,98.88104655,95.73470404,1/1/2019 5:30,,,,,,
GT4,gas,117.7461394,34.85852805,1,35.15206933,166.3981025,831.9905123,33.56943055,00:00-00:15,1.139421705,North,37.01463681,0.027221206,CityA,21,11,8,0,33.82587303,63.21133335,3.871552856,0.298541162,11482.22728,23.70054106,8955.430888,95.61110106,97.61076329,1/1/2019 5:30,,,,,,
GT5,gas,106.866358,38.9615799,5,39.21921239,168.9178209,844.5891043,37.83332334,00:00-00:15,4.077642144,North,35.20981189,0.040068129,CityA,16,14,14,0,16.79170964,64.44859305,0.445011203,0.366993066,6856.987529,26.63657793,8279.678385,98.31127723,95.40534886,1/1/2019 5:30,,,,,,
GT6,gas,118.545733,30.2754469,1,31.66348104,136.9154193,684.5770967,28.66946118,00:00-00:15,3.338400356,North,32.07808009,0.026020315,CityA,18,12,7,4,26.68019439,52.93635046,4.041615188,0.267099289,5215.175708,39.05254687,8733.591138,97.59629788,98.22172655,1/1/2019 5:30,,,,,,
ST1,steam,61.34833099,26.65833551,1,15.4332893,37.22641458,186.1320729,15.23188156,00:00-00:15,2.039078231,North,10.6835109,0.040651067,CityA,23,9,13,3,28.42189528,44.43241331,0.142270492,0.251568202,6017.728609,28.70499625,8851.608786,95.84161411,98.1147497,1/1/2019 5:30,,,,,,
ST2,steam,81.57629607,28.21934637,3,21.77492247,72.46708805,362.3354403,21.74035359,00:00-00:15,3.144570229,North,19.46480302,0.037903876,CityA,19,6,8,2,28.15287583,61.61319948,4.906338132,0.266927079,11369.66428,34.78198115,8495.889175,97.98446778,98.11756184,1/1/2019 5:30,,,,,,
ST3,steam,94.79638738,31.33819697,4,23.97571707,66.60954188,333.0477094,21.96416615,00:00-00:15,2.369895014,North,23.43313751,0.041888878,CityA,16,10,7,3,17.91551308,50.97662839,4.585481784,0.252918046,9136.802896,44.62482276,8979.782003,98.36871651,95.63780787,1/1/2019 5:30,,,,,,
ST4,steam,83.70578534,27.16606382,1,22.3545541,46.35643622,231.7821811,20.88739556,00:00-00:15,3.351610111,North,19.4961855,0.04662161,CityA,16,13,6,0,29.17346116,57.58167383,3.850831235,0.26706104,6687.358087,20.20661173,8983.00297,95.89053476,98.3390784,1/1/2019 5:30,,,,,,
GT1,gas,88.44747633,39.85334997,3,28.49092799,119.2061796,596.0308978,26.86161779,00:00-00:15,2.563033294,North,22.01895855,0.01369715,CityA,23,13,6,4,34.3183814,40.14884197,4.740393961,0.322122566,10781.64919,43.28822053,8508.666195,98.97424292,97.784139,1/1/2019 5:45,,,,,,
GT2,gas,117.2562187,38.49365905,4,41.55882828,159.6125097,798.0625487,38.35282782,00:00-00:15,2.835755728,North,37.14624437,0.02473988,CityA,23,7,8,4,28.37770321,32.82114063,4.991957285,0.354427498,12799.50351,25.45439008,8958.855659,95.96400954,97.39012563,1/1/2019 5:45,,,,,,
GT3,gas,110.5012278,31.22598515,4,28.77451566,136.8226351,684.1131755,26.10390826,00:00-00:15,3.495570258,North,27.37518254,0.041579449,CityA,23,14,8,2,22.52721427,33.03604712,4.004375545,0.260399963,7051.421265,43.4657423,8850.335817,97.00150574,95.0811221,1/1/2019 5:45,,,,,,
GT4,gas,115.9358334,36.3907041,5,39.18628763,190.2378486,951.1892428,36.05431531,00:00-00:15,3.654540974,North,33.90552782,0.040987884,CityA,22,9,12,0,19.76375542,69.45688106,2.340328467,0.337999792,9698.671141,46.33376953,8636.406564,95.37469363,97.51933228,1/1/2019 5:45,,,,,,
GT5,gas,86.43872245,36.41983328,2,25.45684159,80.85410616,404.2705308,23.35156617,00:00-00:15,4.011325259,North,20.5870281,0.017044492,CityA,18,6,13,0,30.09918463,62.8767061,2.461976112,0.294507379,13390.61202,25.7191695,8242.818382,95.05856072,95.80786639,1/1/2019 5:45,,,,,,
GT6,gas,83.91029201,37.46794471,5,25.88574085,85.16139213,425.8069606,24.26894788,00:00-00:15,1.806964453,North,24.70974093,0.029511992,CityA,23,9,13,1,20.91172815,56.75166293,1.136520195,0.308493037,10262.33117,43.85608866,8567.283855,98.12035045,96.65756679,1/1/2019 5:45,,,,,,
ST1,steam,56.49023155,32.47106399,4,15.43877415,45.66235932,228.3117966,15.34795129,00:00-00:15,2.227223121,North,19.10555985,0.037301788,CityA,23,14,7,4,32.24258725,33.5644967,1.580336529,0.273299891,12644.7271,42.5051788,8166.974939,95.24065197,98.77842235,1/1/2019 5:45,,,,,,
ST2,steam,59.88331454,27.75035805,1,16.59353605,47.26107696,236.3053848,15.20970547,00:00-00:15,2.297436787,North,10.76956867,0.031280821,CityA,15,12,13,0,18.50372508,67.25146088,2.277469069,0.277097822,5677.471158,23.40212657,8473.842007,97.27942214,98.55526631,1/1/2019 5:45,,,,,,
ST3,steam,65.17717872,30.42001552,5,16.78420469,34.06957329,170.3478665,16.1762593,00:00-00:15,4.521599756,North,20.39017712,0.02339093,CityA,16,7,8,0,33.66548054,39.67782497,0.177894775,0.257516588,7294.425359,49.34918466,8688.510683,95.00001608,95.83835599,1/1/2019 5:45,,,,,,
ST4,steam,68.30559988,28.90378049,5,17.95551194,36.53146532,182.6573266,17.37960256,00:00-00:15,1.832339663,North,20.02627783,0.01566518,CityA,15,9,7,3,17.10385597,43.63747583,2.018232373,0.262870277,6976.143556,40.72696162,8178.354885,95.57488043,96.94629687,1/1/2019 5:45,,,,,,
GT1,gas,104.2535469,36.32486689,1,37.67139199,141.4539063,707.2695315,37.17018634,00:00-00:15,3.045357867,North,34.0327981,0.020245404,CityA,15,5,7,2,33.93673423,47.49879971,2.788588482,0.361343984,12879.68826,31.42696894,8683.682225,96.36446528,98.39447018,1/1/2019 6:00,,,,,,
GT2,gas,87.07273736,39.01707794,3,31.6989985,147.0516144,735.2580722,30.36453687,00:00-00:15,3.306198182,North,25.60694483,0.046992156,CityA,21,6,14,4,23.49352059,34.97924864,3.999118805,0.364051935,11289.22221,25.70930699,8825.45121,97.29871834,95.91185347,1/1/2019 6:00,,,,,,
GT3,gas,83.41504453,34.68340143,5,25.56163246,79.78241737,398.9120868,23.96577349,00:00-00:15,1.428878303,North,24.35172608,0.035651454,CityA,23,11,9,2,27.17545127,63.46625206,3.926286337,0.306439115,9324.276571,42.72401021,8687.524449,96.67310504,95.39319198,1/1/2019 6:00,,,,,,
GT4,gas,82.56210522,31.90468868,1,25.70806201,119.4065887,597.0329435,25.58195878,00:00-00:15,3.515989106,North,23.09714067,0.018717177,CityA,17,6,12,2,25.9429261,38.42726341,4.015675049,0.31137847,10961.42265,28.64850023,8256.324258,95.117679,96.65364895,1/1/2019 6:00,,,,,,
GT5,gas,83.7847788,30.02107848,5,23.09150778,69.39968988,346.9984494,21.21736468,00:00-00:15,3.509584686,North,20.23040028,0.045904788,CityA,23,10,7,4,26.3162264,52.32522098,2.201367071,0.275605046,7823.350327,41.65231386,8492.609134,95.50308416,95.34078973,1/1/2019 6:00,,,,,,
GT6,gas,86.71977862,35.01858692,5,25.04603479,100.6016484,503.0082419,23.49544663,00:00-00:15,3.730257375,North,22.85536239,0.045700506,CityA,20,7,6,4,33.44215536,57.59516893,2.248166473,0.288815714,12977.67481,26.89199652,8340.257148,95.955932,95.9890903,1/1/2019 6:00,,,,,,
ST1,steam,85.0855788,25.29466713,2,17.84619874,67.64561012,338.2280506,17.80994456,00:00-00:15,1.545520177,North,18.46767068,0.017586731,CityA,22,9,12,3,28.5150391,42.71689335,3.586733032,0.209744107,9148.709831,33.80153445,8382.198387,96.66583013,95.22576403,1/1/2019 6:00,,,,,,
ST2,steam,56.53056785,31.16078362,2,15.1455567,38.22291274,191.1145637,13.93000618,00:00-00:15,4.235404374,North,16.17524301,0.015927003,CityA,17,5,5,4,28.3731616,47.42745462,4.66110302,0.267918,10115.22391,44.4316421,8832.546856,98.06725283,97.99504723,1/1/2019 6:00,,,,,,
ST3,steam,84.35686068,34.32471081,5,27.02858268,66.37823852,331.8911926,25.36831343,00:00-00:15,2.115010657,North,27.86201894,0.032210555,CityA,22,14,6,1,26.73968964,51.65484889,4.115182072,0.32040764,5356.209531,21.02858169,8426.810129,98.40580705,96.73173169,1/1/2019 6:00,,,,,,
ST4,steam,69.36632066,29.59653376,3,17.60993421,39.7078246,198.539123,17.00104963,00:00-00:15,2.648318542,North,21.39343309,0.038430228,CityA,21,5,12,1,25.6913422,67.1066046,2.526931684,0.25386865,10752.91191,30.19751396,8651.285905,98.94950522,96.25532288,1/1/2019 6:00,,,,,,
GT1,gas,108.9215676,30.00636807,1,26.18575452,116.7302368,583.6511841,24.55301328,00:00-00:15,1.31768143,North,27.25312543,0.038662065,CityA,19,12,13,0,28.32043213,57.21904183,4.851680645,0.24040927,8319.258218,47.29180551,8955.478553,98.86133067,95.78845302,1/1/2019 6:15,,,,,,
